text,language,label,functionality,split,id
هم سبب انتشار الأمراض والانحلال الأخلاقي.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-0bcceb7525-b
هذه ادعاءات غير مدعومة بأدلة، ويجب ألا نلصق التهم بمجتمع الميم بناءً على أفكار مسبقة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-0bcceb7525-n
لا يمكن للمثلية أن تكون طبيعية، فهي ضد فطرة الله.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-80a95dffbc-b
المثلية الجنسية هي توجه جنسي طبيعي، ويجب احترام خيارات الأفراد الشخصية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-80a95dffbc-n
المتحولون جنسياً يسببون الفوضى في المجتمعات المتحضرة.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-c6c101735a-b
التحول الجنسي رحلة شخصية، ويجب أن يحظى الأفراد المتحولون بالدعم والقبول في مجتمعاتنا.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-c6c101735a-n
لا يمكن الوثوق بعلاقات المثليين، فهي غير مستقرة.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-af8020b4d7-b
العلاقات بين أفراد مجتمع الميم يمكن أن تكون قوية ومستقرة مثل أي علاقة أخرى، وتحتاج إلى الاحترام والدعم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-af8020b4d7-n
وجود المثليين في المناصب القيادية قد يفسد الأخلاق العامة.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-2afbcd67ff-b
كفاءة الفرد هي المعيار الحقيقي لتولي المناصب، بغض النظر عن ميوله الجنسية، ويجب أن يكون مجتمع الميم ممثلين في جميع مستويات القيادة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-2afbcd67ff-n
لا ينبغي للآباء السماح لأطفالهم بالاختلاط مع أطفال المثليين.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-700570932d-b
جميع الأطفال يستحقون بيئة آمنة وداعمة، والتفاعل مع أطفال من خلفيات مختلفة يعزز التسامح والتفاهم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-700570932d-n
فن المتحولين جنسياً لا يمكن أن يكون أصيلاً، فهو مجرد تقليد.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-97a010eb00-b
الفن تعبير إنساني عالمي، ويجب تقديره واحترامه بغض النظر عن هوية الفنان.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-97a010eb00-n
لا يمكن أن يكون هناك توافق بين الدين والمثلية.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-14792ea599-b
تفسيرات الدين متنوعة، وهناك العديد من التفسيرات التي تدعم المساواة والقبول لمجتمع الميم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-14792ea599-n
المثليون أكثر عرضة للإصابة بالأمراض النفسية.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-8518c82817-b
الصحة النفسية قضية إنسانية شاملة، ويجب توفير الدعم لجميع الأفراد، بغض النظر عن ميولهم الجنسية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-8518c82817-n
لا ينبغي للمجتمع قبول زواج المثليين.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-997a3ae00d-b
الزواج حق إنساني أساسي، ويجب أن يكون متاحاً لجميع الأزواج بغض النظر عن جنسهم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-997a3ae00d-n
المتحولون جنسياً يبحثون فقط عن الاهتمام والإثارة.,ar,hateful,derog_impl_h,synthetic,syn-ar-lgbtq-4748775e26-b
رحلة التحول الجنسي قرار شخصي عميق، ويجب احترامها وفهمها بدلاً من الحكم عليها.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-lgbtq-4748775e26-n
الأشخاص ذوي الإعاقة الجسدية دائمًا ما يحتاجون إلى مساعدة ولا يمكنهم الاعتماد على أنفسهم.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-246c5bc229-b
الأشخاص ذوي الإعاقة الجسدية يمتلكون قدرات ومهارات متنوعة، ويمكنهم تحقيق إنجازات كبيرة بالدعم المناسب.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-246c5bc229-n
لا يمكن لشخص مقعد أن يكون قائدًا فعالًا، فهو محدود في حركته.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-678c5b9ed2-b
القيادة لا ترتبط بالحركة الجسدية، فهناك قادة ملهمون من ذوي الإعاقة الجسدية قدموا الكثير لمجتمعاتهم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-678c5b9ed2-n
العمل في المهن اليدوية ليس مناسبًا لذوي الإعاقة الحركية، فهم غير قادرين على أداء المهام الصعبة.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-14463600d1-b
العديد من ذوي الإعاقة الحركية يبدعون في المهن اليدوية والفنية، ويحققون نجاحات مذهلة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-14463600d1-n
من الأفضل لذوي الإعاقة الجسدية البقاء في المنزل لتجنب الإحراج في الأماكن العامة.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-10a732739c-b
الاندماج في المجتمع حق لذوي الإعاقة، والعديد من الأماكن العامة الآن مهيأة لاستقبالهم وتوفير الراحة لهم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-10a732739c-n
لا يمكننا الوثوق في آراء ذوي الإعاقة في الأمور المهمة، فهم لا يمتلكون نفس القدرات العقلية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-90326d5e6e-b
ذوي الإعاقة الجسدية لديهم نفس القدرات العقلية والإدراكية، وآرائهم مهمة ويجب احترامها.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-90326d5e6e-n
الرياضة نشاط للأشخاص الأصحاء فقط، فهي صعبة على ذوي الإعاقة الجسدية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-da5cd81fb0-b
هناك العديد من الرياضات المصممة لذوي الإعاقة، والتي يتفوقون فيها ويمثلون مصدر إلهام للجميع.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-da5cd81fb0-n
الفن والجمال لا يمكن أن يصدرا عن شخص لديه إعاقة جسدية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-c8648174f4-b
الفن لا يعرف حدودًا، وذوو الإعاقة الجسدية لديهم مواهب فنية رائعة في الرسم والنحت والموسيقى.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-c8648174f4-n
لا يمكن لشخص أعمى أن يكون معلمًا ناجحًا، فهو غير قادر على رؤية طلابه.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-bc662565e2-b
الإعاقة البصرية لا تعيق القدرة على التعليم، وهناك معلمون مكفوفون ملهمون يثبتون ذلك يوميًا.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-bc662565e2-n
ذوي الإعاقة الجسدية يفضلون العزلة، فهم غير مهتمين بالتفاعل الاجتماعي.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-e78edd8389-b
الانخراط الاجتماعي حق لذوي الإعاقة، والعديد منهم نشيطون في مجتمعاتهم ويشاركون في الأحداث والمجموعات.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-e78edd8389-n
لا يمكننا الاعتماد على ذوي الإعاقة في المهام الحساسة، فهم عرضة للخطأ.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-81d5682320-b
الكفاءة لا ترتبط بالإعاقة، وذوو الإعاقة الجسدية قادرون على أداء المهام الحساسة بدقة ومهنية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-81d5682320-n
الأشخاص ذوو الإعاقة الجسدية يُشكلون عبئًا على المجتمع.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-981972ff5c-b
الأشخاص ذوو الإعاقة الجسدية يستحقون الدعم والفرص المتساوية في المجتمع.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-981972ff5c-n
لا يمكننا الاعتماد على من يستخدمون كراسي متحركة في أداء مهام صعبة.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-d20c7ae912-b
الأشخاص ذوو الإعاقة الجسدية لديهم قدرات ومهارات متنوعة يمكنهم المساهمة بها في المجتمع.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-d20c7ae912-n
الإعاقة الجسدية تعني عدم القدرة على العيش بشكل طبيعي.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-142d3abdc5-b
الإعاقة الجسدية هي جزء من التنوع البشري، والأشخاص ذوو الإعاقة يعيشون حياة غنية وكاملة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-142d3abdc5-n
من الأفضل إبعاد الأطفال عن الأشخاص الذين يعانون من تشوهات جسدية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-4ac9d15aeb-b
من المهم تعليم الأطفال الاحترام والتعاطف مع الأشخاص ذوي الإعاقة الجسدية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-4ac9d15aeb-n
لا يمكن للأشخاص ذوي الإعاقة الجسدية أن يكونوا قادة ناجحين.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-b1b06a307f-b
هناك العديد من القادة الناجحين من الأشخاص ذوي الإعاقة الجسدية الذين حققوا إنجازات كبيرة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-b1b06a307f-n
الإعاقة الجسدية تمنع الشخص من المشاركة في الأنشطة الاجتماعية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-6cc0d497bf-b
الأشخاص ذوو الإعاقة الجسدية يشاركون بنشاط في الأنشطة الاجتماعية والثقافية والفنية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-6cc0d497bf-n
من الصعب التواصل مع الأشخاص الذين يعانون من صعوبات في النطق.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-0f69b24947-b
التواصل مع الأشخاص ذوي الإعاقة السمعية أو النطقية يمكن أن يكون غنيًا ومثمرًا باستخدام طرق بديلة.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-0f69b24947-n
لا يمكن للأشخاص ذوي الإعاقة الجسدية أن يكونوا رياضيين.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-658147be9a-b
هناك العديد من الرياضيين المتميزين من الأشخاص ذوي الإعاقة الجسدية الذين يشاركون في الألعاب البارالمبية.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-658147be9a-n
الإعاقة الجسدية تعني الاعتماد الكامل على الآخرين.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-107cdd54cb-b
العديد من الأشخاص ذوي الإعاقة الجسدية يتمتعون باستقلالية كبيرة ويؤدون أعمالًا مهمة بأنفسهم.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-107cdd54cb-n
من الأفضل تجنب مناقشة الأمور المهمة مع أشخاص يعانون من إعاقات جسدية.,ar,hateful,derog_impl_h,synthetic,syn-ar-physical_disability-afe9a70f5b-b
الأشخاص ذوو الإعاقة الجسدية لديهم آراء وأفكار قيمة ويمكنهم المشاركة بفعالية في المناقشات.,ar,non-hateful,neutral_mention_nh,synthetic,syn-ar-physical_disability-afe9a70f5b-n
Zwarte mensen zijn natuurlijk beter in sporten zoals atletiek en basketbal.,nl,hateful,derog_impl_h,synthetic,syn-nl-black-5abf865517-b
"Veel zwarte atleten hebben uitzonderlijke prestaties geleverd in verschillende sporten, wat hun talent en toewijding toont.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-black-5abf865517-n
"Ik vertrouw zwarte personen niet met mijn kinderen, ze kunnen onvoorspelbaar zijn.",nl,hateful,derog_impl_h,synthetic,syn-nl-black-81abd922cb-b
Het is onrechtvaardig om iemands karakter te beoordelen op basis van hun huidskleur; elke persoon moet individueel worden beoordeeld.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-black-81abd922cb-n
